,3212.0
applianaces,1.0
appliance,5.0
appliance-washer,1.0
applianceopen,2.0
appliances,59.0
"appliances,",9.0
"appliances,missing",1.0
"appliances,mixing",1.0
"appliances,open",1.0
"appliances,other",3.0
"appliances,overhaul",3.0
"appliances,plumbing",8.0
"appliances,proper",3.0
"appliances,replace",2.0
"appliances,rodent",1.0
"appliances,rodents,",1.0
"appliances,rotted,",1.0
"appliances,rusted",1.0
"appliances,sanitary",4.0
"appliances,use",2.0
"appliances,water",1.0
appliances.,1.0
appliances/,1.0
appliancesexterior,1.0
applianceslandlord,1.0
appliancesopen,3.0
applicable,2.0
applicances)exterior,1.0
application,1.0
"application,high",1.0
applied,5.0
appropriate,1.0
approval,1.0
approvalsign,1.0
approved,3.0
"approved,",1.0
approved.,1.0
approveduse,1.0
approx.,3.0
approximately,7.0
april,1.0
april.exterior,1.0
april.open,1.0
apt,29.0
apt.,13.0
apts,4.0
"apts,",1.0
apts.,5.0
"apts.banners,prohibited",1.0
apts.building,1.0
apts.exterior,1.0
apts.open,2.0
apts?building,1.0
"aptsbanners,prohibited",1.0
aptsexterior,1.0
aquatic,1.0
aquire,1.0
ar2a,3.0
"ar2a,",1.0
ar2a.open,1.0
are,206.0
area,8528.0
area).commercial,1.0
area)high,1.0
"area,",4.0
area-,1.0
area-auto,1.0
area-construction,1.0
area.,8.0
area.accessory,1.0
area.exterior,1.0
area.high,1.0
area.mobile,1.0
area.open,4.0
area.parking,1.0
area.prohibited,2.0
area;,18.0
area??,1.0
areaaddress,1.0
areabuilding,1.0
areacommercial,13.0
areaexterior,12.0
areafailure,1.0
areahigh,6.0
areaopen,13.0
areaparking,6.0
areas,4.0
"areas,",1.0
"areas,dog",1.0
"areas,rubbish",1.0
"areas,sign",3.0
"areas,unlic",4.0
"areas,use",3.0
areas.exterior,1.0
areas.open,1.0
areas;,1.0
areasexterior,1.0
areasopen,1.0
areause,4.0
aren't,2.0
argyle,1.0
arizona,1.0
aroun,1.0
around,123.0
around.,1.0
"arounddoors,",1.0
aroundopen,2.0
arrington.,1.0
arrive,2.0
art,1.0
arthur,1.0
arthur.vehicle,1.0
as,208.0
asap.,1.0
asap.exterior,1.0
ashley,1.0
ask,3.0
asked,5.0
assist.high,1.0
assistance,1.0
association,1.0
asssemblybuilding,1.0
assuming,1.0
astro,1.0
at,1037.0
attach,1.0
attached,21.0
attached.open,1.0
attached.parking,1.0
attached.use,1.0
attached/building,1.0
attachedexterior,1.0
attachedhome,1.0
attachedparking,2.0
attacked,1.0
attic,2.0
attic.boat,1.0
"attire,use",1.0
attracting,2.0
au2133vehicle,1.0
auction,1.0
auctioned,1.0
audi,2.0
audit),67.0
audit).high,2.0
audit).open,3.0
audit)address,6.0
audit)commercial,1.0
audit)excess,3.0
audit)exterior,3.0
audit)high,8.0
audit)open,15.0
audit)parking,5.0
audit-,1.0
audit-high,2.0
audit-inoperable,7.0
audit-inoperable/unregistered,5.0
audit-junk,29.0
"audit-junk,",1.0
audit-junkl,1.0
audit-parking,16.0
audit-prem,2.0
audit-premises,5.0
audit-premisies,1.0
audit/prem,1.0
auditaccessory,10.0
auditaddress,25.0
auditbuilding,2.0
auditcommercial,4.0
auditext,1.0
auditexterior,158.0
audithigh,8.0
auditparking,7.0
audrey,1.0
aug,1.0
auto,168.0
auto.,2.0
autobusessigns,1.0
automatically,1.0
automobile,2.0
automotive,1.0
automotiveexterior,2.0
autoopen,1.0
autos,1.0
autumnwood,1.0
available,1.0
ave,17.0
ave),1.0
"ave,",3.0
ave.,5.0
ave.open,2.0
ave.parking,1.0
avebuilding,1.0
aveelectrical,1.0
avehigh,2.0
avelighting,1.0
avenue,3.0
avenuehigh,2.0
avenueopen,1.0
aveopen,1.0
aveunlic,1.0
aware,1.0
away,1.0
"away,",2.0
awayexterior,1.0
awful,2.0
awhile.vehicle,1.0
awingexterior,1.0
awning,9.0
"awning,",2.0
"awning,accessory",1.0
awningexterior,1.0
awnings,3.0
az,1.0
azadi,1.0
b,45.0
b&b,2.0
b&b.,2.0
b&b.strp,1.0
b&bbuilding,1.0
b&bexcess,1.0
b)exterior,1.0
"b,",2.0
b-22overcrowding,1.0
"b-26,",1.0
"b-30,",1.0
b-31;,1.0
"b-33,",1.0
b-inoperable,1.0
"b-junk,",1.0
b-sofa,1.0
b.,10.0
b.electrical,1.0
b.exterior,2.0
b4.,1.0
b41-39bvehicle,1.0
b6.,1.0
b;,3.0
baby,2.0
bachelorette,1.0
back,1612.0
back(,1.0
back)accessory,1.0
back)building,1.0
"back,",4.0
"back,exterior",1.0
back.,19.0
back.accessory,1.0
back.building,1.0
back.commercial,1.0
back.exterior,3.0
back.high,5.0
back.open,5.0
back.parking,1.0
back.prohibited,1.0
back.unlic,2.0
back/side,1.0
back;,9.0
backaccessory,2.0
backaddress,2.0
backboat,1.0
backcaccessory,1.0
backcommercial,1.0
backdoor,2.0
backed,5.0
backelectrical,1.0
backexterior,16.0
backhigh,26.0
backhoe,3.0
backing,5.0
backopen,29.0
backrusted,1.0
backs,2.0
backside,4.0
backtractor-trailer,1.0
backunlic,5.0
backup,2.0
backyard,11.0
backyard)exterior,1.0
"backyard,",20.0
"backyard,high",1.0
backyard-efrostbuilding,1.0
backyard.,8.0
backyard.exterior,5.0
backyard.high,4.0
backyard.open,6.0
backyard.parking,5.0
backyard/,1.0
backyard;,9.0
backyardaccessory,3.0
backyardexterior,10.0
backyardhigh,11.0
backyardopen,11.0
backyardparking,6.0
backyarduse,1.0
bacy,1.0
bad,17.0
bad.,1.0
bad.open,1.0
bad.sidewalk,1.0
baddress,1.0
badexterior,1.0
bag,11.0
bag;,1.0
bagged,1.0
bagopen,2.0
bags,68.0
"bags,",1.0
bagsopen,1.0
bagwell,1.0
bail,2.0
bakertown,1.0
bakery,1.0
"balconies,exterior",10.0
"balconies,interior",1.0
balcony,1.0
balconyexterior,1.0
balconyopen,2.0
ball,1.0
balloon,2.0
balloons,3.0
"balloons,",5.0
baloons,1.0
banc,1.0
bands,1.0
bank,5.0
bank.,2.0
bankelectronic,1.0
bankhigh,1.0
banner,18.0
"banner,",3.0
banner.,1.0
"banner.banners,electronic",1.0
"banner.banners,sign",1.0
"banner.banners,signs",2.0
banner/,1.0
banner/signbanners,1.0
bannerabandoned,1.0
bannerbanners,16.0
"bannerbanners,electronic",1.0
"bannerbanners,prohibited",5.0
"bannerbanners,signs",3.0
banneron-premises,1.0
bannerprohibited,1.0
banners,27.0
banners)signs,1.0
"banners,",7.0
banners.,2.0
banners.prohibited,1.0
banners/trash,1.0
bannersbanners,4.0
"bannersbanners,prohibited",9.0
"bannersbanners,signs",3.0
bannersprohibited,1.0
bannerssigns,5.0
banquet,1.0
bar,3.0
bar.building,1.0
barb,1.0
barb/razor,1.0
barbed,11.0
barber,7.0
barbershop,1.0
barbwire,1.0
bare,1.0
bargain,1.0
barn,14.0
"barn,",4.0
"barn,exterior",1.0
barn.,1.0
barn.address,1.0
barn.building,1.0
barn.use,1.0
barn/shed,1.0
barn;,2.0
barnaccessory,1.0
barncommercial,1.0
barnes,1.0
barnexterior,5.0
barnopen,2.0
barns,1.0
barnssigns,1.0
barnunlic,2.0
barnuse,1.0
baropen,2.0
baround,1.0
barrel,1.0
"barrel,",1.0
barrelopen,1.0
barrels,2.0
barricaded,1.0
barrier,1.0
bars,1.0
barsigns,1.0
base,11.0
"base,damaged",1.0
base///rear,1.0
basement,42.0
"basement,",3.0
basement.,3.0
basementext,1.0
basementexterior,2.0
basementfailure,1.0
basementopen,1.0
basementuse,3.0
basically,2.0
basin,10.0
"basin,missing",1.0
"basin,open",1.0
"basin,overhaul",1.0
"basin,plumbing",2.0
"basin,roof",1.0
"basin,ventilation",1.0
basis,2.0
basis.,2.0
basisexterior,1.0
basket,1.0
basketball,5.0
baskin,2.0
bath,6.0
"bath,",2.0
bathroom,5.0
"bathroom,",1.0
"bathroom,banister",1.0
"bathroom,clean",1.0
"bathroom,defective",1.0
bathrooms,8.0
bathroomsuse,1.0
bathtub,5.0
"bathtub,",1.0
"bathtub,damaged",5.0
"bathtub,hvac",1.0
"bathtub,interior",2.0
"bathtub,leaking",1.0
"bathtub,mechanical",2.0
"bathtub,missing",1.0
"bathtub,other",2.0
"bathtub,overhaul",1.0
"bathtub,raise",1.0
"bathtub,replace,",1.0
"bathtub,sanitary",1.0
"bathtub,unstop",7.0
"bathtub,vent",1.0
bathtubexterior,1.0
"batteries,",1.0
bay,1.0
bays,1.0
bbq,2.0
bbuilding,1.0
be,186.0
be.electrical,1.0
bearing,2.0
beautification.open,1.0
beauty,4.0
because,6.0
become,1.0
becoming,2.0
bed,31.0
"bed,",2.0
bedbugs,1.0
bedbugs.exterior,1.0
bedhigh,1.0
bedopen,2.0
bedroom,12.0
bedroom.,1.0
bedroom/6bath,1.0
bedroom/8,1.0
bedroom;,2.0
bedrooms,35.0
bedrooms)use,1.0
"bedrooms,",18.0
"bedrooms,excess",72.0
"bedrooms,excessive",2.0
"bedrooms,occupancy",1.0
"bedrooms,open",1.0
"bedrooms,strp",12.0
bedrooms.,2.0
bedrooms.excess,1.0
bedroomsbuilding,1.0
bedroomsexcess,17.0
bedroomsuse,2.0
beds,1.0
bedside,1.0
been,129.0
beer,4.0
beetle,1.0
beexterior,1.0
before,7.0
before?-overcrowding,1.0
beforeexterior,1.0
behinc,1.0
behind,285.0
beige,3.0
being,147.0
believes,3.0
bell,7.0
bellevue,1.0
bellprohibited,1.0
belong,11.0
belongs,9.0
belowopen,1.0
ben,1.0
bench,3.0
benchmark,1.0
bend,3.0
bennett,1.0
bennettexterior,1.0
bent,2.0
bentfieldhigh,1.0
benton,2.0
benton.high,1.0
benzing,2.0
beopen,1.0
bermhigh,1.0
bermuda,1.0
bernese,1.0
beside,60.0
beside.open,1.0
beth,1.0
between,35.0
beverage,1.0
beware,1.0
bexterior,1.0
bianca,1.0
bicyclesexterior,1.0
bieng,1.0
big,38.0
bigger,1.0
bigger)open,1.0
biggerexterior,1.0
bike,1.0
bill,4.0
bill)open,1.0
billards.,1.0
billboard,2.0
bin,1.0
bind,1.0
bins,6.0
bins.open,2.0
bins;,1.0
birds,1.0
bites,1.0
bl2014-909,1.0
"bl2014-951,",1.0
"bl2015-94,",1.0
"bl2016-257,",1.0
"bl2016-373,",1.0
bl2016-374�,1.0
black,126.0
"black,",1.0
black/,1.0
black/blueunlic,1.0
blackexterior,1.0
blackplastic,1.0
blackstone,2.0
blackuse,1.0
blair.vehicle,1.0
blalockunlic,1.0
blank,4.0
"blank,signs",1.0
blanks,1.0
"blanks,replace",1.0
"blanks,replace,",1.0
"blanks,rotted,",1.0
"blanks,water",1.0
blazer,5.0
blazervehicle,1.0
bld,1.0
bldg,21.0
"bldg,",1.0
"bldg,gutters,doorsexterior",1.0
bldg.,11.0
bldg.accessory,1.0
bldg.high,1.0
bldg;graffiti,1.0
bldgaccessory,1.0
bldgbuilding,3.0
bldggraffiti,1.0
bldghigh,1.0
bldgingbuilding,1.0
bldgs,1258.0
blding,1.0
blew,1.0
blgd.accessory,1.0
blgdexterior,1.0
blighting,1.0
blinding,1.0
blinds,2.0
blinking,2.0
blk,2.0
block,11.0
blocked,2.0
blockedhigh,1.0
blocking,27.0
blockinguse,1.0
blockon-premises,1.0
blockprohibited,1.0
blocks,9.0
"blocks,",3.0
blocks.,1.0
blocks.open,1.0
blocks.vehicle,1.0
blocksopen,4.0
blocksovercrowding,1.0
blocksunlic,4.0
blockunlic,1.0
blockvehicle,1.0
bloking,1.0
blow,2.0
blowing,9.0
blows,1.0
blue,92.0
blue)prohibited,1.0
blue/gray,1.0
blue/green,2.0
blueparking,1.0
blueunlic,1.0
bluevehicle,1.0
bluish-green,1.0
blvd,1.0
blvd-will,1.0
blvd.,3.0
blvdhigh,1.0
bmw,14.0
bmwaddress,1.0
bmwparking,1.0
bmwunlic,2.0
"bnb,",1.0
bo,1.0
board,13.0
"board,",1.0
board.,1.0
board.address,1.0
board.boarding,1.0
board/secreboarding,1.0
board/secureboarding,2.0
"boardbanners,prohibited",1.0
boarded,10.0
boardedboarding,1.0
boardexterior,1.0
boarding,26.0
boarding)use,2.0
"boarding,",1.0
boarding/grooming,1.0
boarding/needs,1.0
boarding/sitting,1.0
boarding/training,1.0
boardingboarding,2.0
boardingexterior,1.0
boardprohibited,1.0
boards,4.0
"boards,",1.0
boardsexterior,1.0
boardvacboarding,1.0
boat,98.0
"boat,",5.0
boat-trailer,1.0
boat.,2.0
boat/yardboat,1.0
boat;,1.0
boataddress,1.0
boatboat,4.0
boathigh,2.0
boatopen,2.0
boats,18.0
"boats,",3.0
boats/vehicles,1.0
boats;,1.0
boatsboat,1.0
boatvehicle,1.0
bob,4.0
bobby's,1.0
bodily,2.0
body,17.0
bojanglessigns,1.0
bondbuilding,1.0
bonding,1.0
bonds,1.0
bonnevillevehicle,1.0
book,1.0
booker,1.0
booking,1.0
boost,8.0
booth,2.0
"booth,exterior",1.0
booth.,1.0
booth.building,1.0
booth.exterior,1.0
booth.use,1.0
boothbuilding,1.0
boothopen,1.0
boothuse,3.0
bopen,2.0
bordering,2.0
borders,1.0
boscos,1.0
both,21.0
bottle,1.0
bottles,1.0
bottom,6.0
bottom.,2.0
boutique,1.0
bow,1.0
box,50.0
"box,replace,",1.0
box.,1.0
boxes,8.0
boxes)open,1.0
"boxes,",2.0
boxeshome,1.0
boxesopen,1.0
boxgraffiti,4.0
boxsigns,1.0
boxspring,2.0
"boxspring,",1.0
boxsprings,3.0
boxspringsopen,1.0
boysopen,1.0
bp,2.0
bparking,1.0
bpboarding,1.0
bpenn,1.0
bphigh,1.0
bptrash,2.0
br,3.0
"br,",4.0
brakes)banners,1.0
branch,1.0
branches,3.0
branches.open,1.0
branchesopen,1.0
branchopen,1.0
brandywine,1.0
bransford,2.0
bransford.,1.0
brass,1.0
bread,3.0
breakfast,2.0
breakfastuse,3.0
breakfestuse,1.0
breaking,1.0
breaks,1.0
breed.swimming,1.0
breeding,2.0
breeze,1.0
breezeway,1.0
brewer,2.0
brexcess,3.0
brick,13.0
"brick,open",3.0
"brick,paint",1.0
"brick,plumbing",1.0
brickexterior,1.0
brickmontparking,1.0
bricks,9.0
bricks/blocks,1.0
"bricksgraffiti,open",1.0
bridge,1.0
bridge.,1.0
bright,3.0
bright.lighting,1.0
brightelectronic,1.0
brightlighting,2.0
briley,1.0
bring,1.0
bringing,11.0
brings,4.0
brock,1.0
broken,93.0
"broken,",1.0
broken.,2.0
broken/busted,1.0
broken;,1.0
brokenelectrical,1.0
brokenexterior,3.0
brokenfailure,1.0
brokenimproper,1.0
brokenopen,1.0
bronco,1.0
brooks,1.0
brookway,1.0
brother-in-law,1.0
brought,9.0
brown,27.0
brown/silver,1.0
brownunlic,1.0
brush,37.0
"brush,",4.0
brush.exterior,1.0
brush.high,1.0
brush.open,1.0
brushes.open,1.0
brushexterior,2.0
brushhigh,2.0
bryan,1.0
bsigns,1.0
buchanan,1.0
bucik,1.0
bucket,3.0
buckets,3.0
"buckets,",2.0
bucketsopen,1.0
buckle.,1.0
buckner,1.0
buckpasservehicle,1.0
bucks,1.0
bug,2.0
buggy,1.0
bugs,1.0
bugsfailure,1.0
buick,8.0
buick.,1.0
buick.high,1.0
buickexterior,2.0
buickparking,1.0
buickvehicle,1.0
build,7.0
builder's,1.0
builders,1.0
building,380.0
building's,1.0
building)open,2.0
"building,",51.0
"building,accessory",1.0
building.,45.0
building.accessory,1.0
"building.banners,graffiti,unlic",1.0
"building.banners,prohibited",1.0
building.exterior,6.0
building.graffiti,2.0
"building.graffiti,open",1.0
building.open,7.0
building.sign,2.0
building.use,1.0
building////trashaccessory,1.0
building//imv/posted,1.0
building/accessory,1.0
building/constructing,1.0
building/construction,1.0
building/garage)open,1.0
building/garageaccessory,1.0
building/garageopen,1.0
building/rehab,1.0
building/structure,1.0
building/trashaccessory,1.0
building;,15.0
buildingaccessory,14.0
buildingaddress,1.0
buildingbanners,1.0
"buildingbanners,prohibited",8.0
"buildingbanners,signs",1.0
buildingboarding,4.0
buildingbuilding,10.0
buildingcertificate,1.0
buildingcommercial,1.0
"buildingcornices,",3.0
buildingelectrical,1.0
buildingexterior,54.0
buildinggraffiti,26.0
"buildinggraffiti,open",3.0
"buildinggraffiti,unlic",1.0
buildinghigh,6.0
buildinghvac,1.0
buildinginterior,1.0
buildinglitter,3.0
buildingopen,34.0
buildingparking,1.0
buildingplumbing,1.0
buildingprohibited,1.0
buildingrotted,1.0
buildings,912.0
"buildings,",1.0
"buildings,boarding",113.0
"buildings,exterior",7.0
"buildings,failure",1.0
"buildings,graffiti",1.0
"buildings,high",1.0
"buildings,open",1.0
"buildings,use",10.0
buildings.,3.0
buildingsboarding,1.0
buildingsgraffiti,1.0
buildingsopen,1.0
buildingunlic,2.0
buildinguse,4.0
buildng,1.0
built,79.0
"built,",1.0
built.,1.0
builtexterior,1.0
buisiness,1.0
buisnessfailure,1.0
bulk,1.0
bulldozer,2.0
bullets;,1.0
bullock,1.0
bumper,4.0
bumper)exterior,1.0
bundle,1.0
burgandy,3.0
burger,2.0
burgers.open,1.0
burgundy,5.0
burgundy.,1.0
burgundy.unlic,1.0
buried,2.0
burn,2.0
burned,31.0
burned.,2.0
burned.exterior,1.0
burnedbuilding,1.0
burnedexterior,1.0
burnedunlic,1.0
burnedvehicle,1.0
burning,13.0
burnopen,1.0
burnt,17.0
burntexterior,7.0
burrushigh,1.0
burst.,1.0
bus,13.0
bus).high,1.0
"bus,",2.0
"bus.,",2.0
buscommercial,1.0
buses,18.0
buses),1.0
"buses,unlic",1.0
bush,2.0
bush;,1.0
bushes,13.0
bushes/trees,1.0
bushesexterior,1.0
busheshigh,1.0
bushesopen,2.0
business,487.0
business).open,1.0
business)exterior,1.0
business)use,1.0
"business,",18.0
business.,18.0
business.address,1.0
business.building,1.0
business.exterior,2.0
business.on-premises,2.0
business.open,5.0
business.parking,1.0
business.prohibited,1.0
business.sign,1.0
business.signs,2.0
business.unlic,2.0
business.use,4.0
business;,6.0
businessabandoned,1.0
businessbuilding,4.0
businesscommercial,8.0
businessdilapidated,1.0
businesses,5.0
businessesexterior,1.0
businessesopen,1.0
businessexterior,12.0
businessfailure,2.0
businesshome,1.0
businesson-premises,2.0
businessopen,22.0
businessparking,2.0
businessprohibited,2.0
businesssigns,1.0
businesssuse,1.0
businessunlic,1.0
businessuse,20.0
busses,3.0
bussesexterior,1.0
busted,22.0
bustedexterior,1.0
bususe,1.0
but,66.0
butcher,1.0
butchering,1.0
butler,1.0
buying,1.0
buys,1.0
buzz,1.0
buzzards,1.0
by,165.0
"bylaws,",1.0
byrd,1.0
bza,1.0
bzaprohibited,1.0
c,9.0
"c,",1.0
c/o,1.0
cab,8.0
cabin,1.0
cabinet,4.0
cabinets,3.0
"cabinets,",1.0
cable,1.0
caccessory,1.0
caddie,2.0
cadi,1.0
cadillac,8.0
cadillac's,1.0
cadillac)unlic,1.0
cadillac.vehicle,1.0
cadillacs,1.0
cadillacunlic,1.0
cadillacvehicle,2.0
"caes,",1.0
caeser's,1.0
cahexterior,1.0
cahgw,1.0
"cahgw,",1.0
cahgwhigh,3.0
cahparking,1.0
calendar,2.0
calibration,1.0
call,8.0
call),12.0
called,21.0
called)open,1.0
caller,75.0
caller.exterior,1.0
caller.landlord,1.0
calleropen,1.0
callers,1.0
calling,1.0
calvo's,1.0
camaro,5.0
camaroexterior,1.0
camarovehicle,1.0
camaryvehicle,1.0
came,4.0
cameron,1.0
camille's,2.0
camino,1.0
camp,8.0
camp;,1.0
campaign,1.0
campbell,1.0
camped,1.0
camper,44.0
"camper,",6.0
"camper,use",1.0
camper.,1.0
camper;,3.0
camperaddress,1.0
camperopen,1.0
campers,3.0
"campers,",18.0
campersopen,1.0
camperuse,2.0
campground.,1.0
camping,10.0
campoer,1.0
campopen,1.0
campparking,1.0
camps,2.0
"camps,",1.0
campsite,1.0
campsiteuse,1.0
camry,4.0
camry)vehicle,1.0
camry.exterior,1.0
camry.vehicle,1.0
camryparking,1.0
camryunlic,1.0
camryvehicle,2.0
can,56.0
can't,6.0
can).open,1.0
"can,",2.0
can.,1.0
can.illegal,1.0
can.open,1.0
cancelledboarding,1.0
candlewood,1.0
canexterior,3.0
cannon.,1.0
cannot,1.0
canopen,4.0
canopy,1.0
canopyopen,1.0
cans,86.0
cans)high,1.0
cans)open,4.0
"cans,",6.0
"cans,unlic",4.0
"cans,use",1.0
cans.,1.0
canshigh,1.0
cansopen,10.0
cansrubbish,2.0
canstrash,4.0
cant,4.0
cap,1.0
capital,1.0
caprice,1.0
capricevehicle,1.0
captain,1.0
car,329.0
car)exterior,1.0
"car,",22.0
"car,open",1.0
car.,10.0
car.exterior,1.0
car.parking,1.0
car.unlic,1.0
car.vehicle,4.0
car/lawnmower,1.0
carboat,1.0
cardboard,4.0
"cardboard,",1.0
cardboard;,1.0
care,20.0
care),1.0
care.,1.0
care;,1.0
careexterior,1.0
careful.electrical,1.0
careuse,2.0
carexterior,2.0
cargo,2.0
carhigh,2.0
carla,1.0
carlo,3.0
carlo.,1.0
carlo;,1.0
carlot,3.0
carlot.,1.0
carlovehicle,1.0
carol,1.0
caropen,6.0
carparking,3.0
carpet,19.0
"carpet,",4.0
"carpet,high",1.0
carpetexterior,2.0
carpetopen,3.0
carport,30.0
carport)open,1.0
"carport,",12.0
"carport,exterior",2.0
carport.,5.0
carport.accessory,1.0
carport.address,1.0
carport.exterior,2.0
carport.open,4.0
carport.unlic,3.0
carport/,1.0
carport/shedopen,1.0
carport;,1.0
carportaccessory,7.0
carportbuilding,1.0
carportexterior,13.0
carporthigh,4.0
carportlandlord,1.0
carportopen,19.0
carports/sheds),1.0
carportunlic,1.0
cars,189.0
cars)exterior,1.0
cars)open,2.0
"cars,",47.0
"cars,open",1.0
cars.,6.0
cars.exterior,1.0
cars.parking,1.0
cars/debrisopen,1.0
cars/imv/debrisopen,1.0
cars/trasopen,1.0
cars;,2.0
carsaccessory,1.0
carsaddress,2.0
carsbuilding,1.0
carscommercial,1.0
carseat,1.0
carsexterior,6.0
carsfailure,2.0
carshigh,2.0
carslandlord,1.0
carsopen,21.0
carsparking,2.0
carssigns,1.0
carsunlic,6.0
carsuse,2.0
carsvehicle,2.0
cart,4.0
carter's,1.0
cartons,1.0
cartronics.,1.0
carts,1.0
"carts,",1.0
carunlic,15.0
carvehicle,7.0
carwash,1.0
case,11.0
case.open,1.0
casebuilding,1.0
caseexterior,1.0
casehigh,1.0
caseopen,1.0
cases,3.0
casesvehicle,1.0
cash,9.0
"cash,",1.0
cash;,1.0
cashelectronic,1.0
cashingbanners,1.0
cashingprohibited,1.0
casr,1.0
castle,1.0
cat,3.0
catch,2.0
catching,1.0
catering,1.0
cathy,2.0
catina,1.0
cato,2.0
cats,1.0
cattle,1.0
caught,2.0
cause,2.0
caused,1.0
causes,1.0
causing,38.0
cavalier,1.0
"cavalier,",1.0
cavaliervehicle,1.0
caved,4.0
cavhigh,1.0
cavilier,1.0
caving,10.0
cease,2.0
cece's,1.0
cedar,3.0
cedarmont,1.0
cedarmontopen,1.0
cedarvalley,1.0
cedarwood,1.0
ceiling,15.0
"ceiling,",1.0
"ceiling,damaged",4.0
"ceiling,electrical",1.0
"ceiling,exterior",4.0
"ceiling,failure",1.0
"ceiling,unlic",1.0
ceilingclean,1.0
ceilingexterior,1.0
ceilings,137.0
"ceilings,",167.0
celica,1.0
cell,9.0
cellar,1.0
cement,1.0
cemetery).open,1.0
center,16.0
"center,",1.0
center.,2.0
center.banners,1.0
centerhigh,1.0
centeron-premises,1.0
centerprohibited,2.0
centersigns,3.0
central,2.0
centralsigns,1.0
century,1.0
certification,7.0
"certification,electrical",23.0
"certification,exhaust",1.0
"certification,ext",1.0
"certification,exterior",26.0
"certification,extermination",3.0
"certification,fire",9.0
"certification,heating",1.0
"certification,hvac",2.0
"certification,interior",3.0
"certification,mechanical",1.0
"certification,other",1.0
"certification,overcrowding",1.0
"certification,plumbing",3.0
"certification,repair",1.0
certified,2.0
"certified,electrical",3.0
"certified,exterior",8.0
"certified,handrails,interior",1.0
"certified,heating",1.0
"certified,interior",6.0
"certified,landlord",1.0
"certified,open",3.0
certifiedelectrical,1.0
certify,2.0
chabad,1.0
chain,13.0
chained,2.0
chainlink,1.0
chair,21.0
chair)exterior,1.0
chair)open,1.0
"chair,",2.0
chair.,1.0
chairexterior,1.0
chairhigh,1.0
chairopen,2.0
chairs,10.0
"chairs,",3.0
chalk,1.0
chance.williams@nashville.gov,1.0
change,2.0
changed,2.0
changes,3.0
changesigns,2.0
chapel/event,1.0
charger,1.0
charging,1.0
charlotte,1.0
"charlotte,",1.0
chase,3.0
"chase,",1.0
check,36.0
checked,25.0
checkers,3.0
checkfailure,1.0
checks,1.0
chemical,1.0
chemicals,2.0
chemicalscommercial,1.0
cherokee,4.0
cherokee.,2.0
cherry,1.0
chevrolet,5.0
chevrolet/gray,1.0
chevy,63.0
chevy.unlic,2.0
chevyopen,1.0
chevyunlic,3.0
chevyvehicle,3.0
chicken,1.0
chickens,8.0
chickens),1.0
"chickens,open",1.0
"chickens,use",1.0
chickens///trashchickens,1.0
chickensaccessory,1.0
chickenschickens,1.0
"chickensdirt,",1.0
chico's,1.0
child,1.0
children,2.0
children)exterior,1.0
"children,",1.0
children.,1.0
"childrenbanners,signs",1.0
childrens,1.0
childres,1.0
chimeny,1.0
chimney,4.0
"chimney,",2.0
chimneyexterior,2.0
chimneys,18.0
"chimneys,",6.0
chipping,2.0
chippingexterior,1.0
chips,2.0
chiroparctic,1.0
chiropracticelectronic,1.0
chiropractor,1.0
chop,1.0
christ.,1.0
christ.open,1.0
christmas,6.0
christmas.vehicle,1.0
christprohibited,1.0
chruchsigns,1.0
chrysler,6.0
chuck,1.0
church,27.0
church),1.0
church.graffiti,1.0
church.open,1.0
church.vehicle,1.0
church/counseling.,1.0
churchhigh,2.0
churchopen,1.0
churchunlic,1.0
churchuse,3.0
cinco,1.0
cinder,3.0
circle,2.0
circle)open,2.0
circle.,2.0
circulating.,1.0
circulating.swimming,1.0
ciropen,1.0
citizen,1.0
city,10.0
cityworks,1.0
cityworks),1.0
cityworks.,1.0
cityworks.parking,1.0
civic,1.0
civic),2.0
"civic,",1.0
civicvehicle,2.0
civil,1.0
cj,1.0
cl,1.0
claiborne,1.0
claim,2.0
claimant,1.0
claims,6.0
clarksville,1.0
class,1.0
clay,2.0
clean,11.0
cleaned,12.0
cleaner),1.0
cleaners,3.0
cleaners)exterior,1.0
cleanerscgraffiti,1.0
"cleanersgraffiti,open",1.0
cleaning,6.0
cleanouts,1.0
cleanuphigh,1.0
clear,1.0
clearance,1.0
"clearance,plumbing",1.0
cleared.boat,1.0
clearly,1.0
cleexterior,1.0
clients,1.0
clinic.,1.0
clinicprohibited,1.0
clock,2.0
clogged,2.0
close,55.0
closeby,1.0
closed,7.0
closed.,1.0
closed.open,1.0
closes,1.0
closest,10.0
closet,33.0
"closet,electrical",1.0
"closet,plumbing",1.0
"closet,unstop",4.0
closing,1.0
cloth,1.0
clothes,13.0
clothing,4.0
clovernook,3.0
clovernookhigh,1.0
clsoe,1.0
club,6.0
club).,1.0
clubhigh,1.0
co,2.0
co.,3.0
co.address,1.0
co.open,1.0
co.signs,1.0
co.use,1.0
coarsey,1.0
"coating,",1.0
cobalt,1.0
code,32.0
code.hours,1.0
codeexterior,1.0
codes,79.0
codes.exterior,1.0
codes/setbacksfence,1.0
coffee,5.0
colby,1.0
collapse,1.0
collapsed.,2.0
collapsing,4.0
collapsing.exterior,1.0
collecting,2.0
collection,24.0
college,6.0
college)high,1.0
collision,1.0
collisionuse,1.0
collpasing,1.0
color,2.0
color),1.0
color)vehicle,1.0
"color,",1.0
colored,7.0
colored.open,1.0
